timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
6764000,6764000,0.9941512,0.0066297436,-0.011774272,-0.10714939,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6772000,6772000,0.9941408,0.0062217317,-0.012144864,-0.107227944,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6780000,6780000,0.9941409,0.005959939,-0.01231371,-0.10722291,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6788000,6788000,0.99416167,0.0058870777,-0.012162102,-0.10705165,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6792000,6792000,0.9941815,0.005840634,-0.011979763,-0.10689069,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6796000,6796000,0.9942053,0.005915799,-0.011732938,-0.1066923,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6800000,6800000,0.9942225,0.006080485,-0.011575191,-0.106539816,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6804000,6804000,0.9942269,0.0061433557,-0.0115796225,-0.1064946,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6808000,6808000,0.9942246,0.006073847,-0.011621356,-0.10651527,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6816000,6816000,0.99418175,0.006042437,-0.011771887,-0.10689961,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6820000,6820000,0.99417007,0.006107442,-0.011772652,-0.10700473,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6824000,6824000,0.99417967,0.0059733535,-0.011717988,-0.106929325,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6828000,6828000,0.9941872,0.0056752893,-0.011645067,-0.10688423,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6832000,6832000,0.9941903,0.005461646,-0.0115482705,-0.106877185,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6836000,6836000,0.9941976,0.005421957,-0.011373727,-0.106828615,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6840000,6840000,0.9942047,0.0054744016,-0.011213918,-0.10677691,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6844000,6844000,0.99419534,0.0056325565,-0.011355622,-0.106841266,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6848000,6848000,0.99418575,0.005913117,-0.0116767045,-0.10688057,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6852000,6852000,0.99418294,0.006178957,-0.011931152,-0.106863685,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6856000,6856000,0.9941747,0.0063147787,-0.012052171,-0.1069182,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6860000,6860000,0.9941674,0.0064600017,-0.011995442,-0.10698389,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6864000,6864000,0.9941558,0.0067559173,-0.011871592,-0.10708706,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6868000,6868000,0.9941483,0.007143486,-0.011778937,-0.10714169,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6872000,6872000,0.9941568,0.0074585057,-0.011673787,-0.10705416,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6876000,6876000,0.9941649,0.007683469,-0.011540325,-0.10697724,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6880000,6880000,0.9941721,0.007841779,-0.011365802,-0.10691675,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6888000,6888000,0.9941971,0.007597783,-0.010691577,-0.10677167,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6892000,6892000,0.9942071,0.007627885,-0.0104998415,-0.10669582,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6896000,6896000,0.99422115,0.007793977,-0.010522037,-0.10655044,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6900000,6900000,0.9942388,0.007795868,-0.010548572,-0.106381856,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6908000,6908000,0.9942432,0.007483817,-0.010265148,-0.10639126,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6912000,6912000,0.9942148,0.007440296,-0.0102195265,-0.10666376,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6920000,6920000,0.9942184,0.0074897264,-0.010216178,-0.106627084,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6924000,6924000,0.99424577,0.0075576864,-0.010043964,-0.10638357,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6928000,6928000,0.99424833,0.007635534,-0.010053078,-0.10635299,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6932000,6932000,0.99425447,0.007744909,-0.010186252,-0.10627515,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6936000,6936000,0.9942567,0.007780343,-0.010218939,-0.10624883,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6940000,6940000,0.9942485,0.0077178157,-0.010151258,-0.1063362,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6944000,6944000,0.99426794,0.0076038754,-0.009991871,-0.106177755,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6948000,6948000,0.9943037,0.007492393,-0.0097745275,-0.10587011,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6952000,6952000,0.9943296,0.007468613,-0.009645648,-0.10564105,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6956000,6956000,0.9943341,0.007621618,-0.009581236,-0.10559226,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6960000,6960000,0.9943165,0.007812693,-0.009533539,-0.10574925,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6968000,6968000,0.99429506,0.007549717,-0.009447449,-0.10597785,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6972000,6972000,0.9942914,0.0074539455,-0.009542061,-0.10600895,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
