timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
2852000,-0.0,-0.0,-0.23910573,0.0,0.9928621,-0.0,0.0,-0.11926826,0.0,0.0,-0.001,0,0
2908000,-0.0,-0.0,-0.24373166,0.0,0.9925836,-0.0,0.0,-0.1215644,0.0,0.0,-0.001,0,0
2956000,-0.0,-0.0,-0.245207,0.0,0.99249357,-0.0,0.0,-0.12229659,0.0,0.0,-0.001,0,0
3004000,-0.0,-0.0,-0.24517012,0.0,0.9924959,-0.0,0.0,-0.12227827,0.0,0.0,-0.001,0,0
3052000,-0.0,-0.0,-0.24690945,0.0,0.99238914,-0.0,0.0,-0.12314138,0.0,0.0,-0.001,0,0
3100000,-0.0,-0.0,-0.2461459,0.0,0.9924361,-0.0,0.0,-0.12276249,0.0,0.0,-0.001,0,0
3156000,-0.0,-0.0,-0.24765313,0.0,0.9923433,-0.0,0.0,-0.12351038,0.0,0.0,-0.001,0,0
3204000,-0.0,-0.0,-0.24774882,0.0,0.99233735,-0.0,0.0,-0.12355784,0.0,0.0,-0.001,0,0
3252000,-0.0,-0.0,-0.24597868,0.0,0.9924463,-0.0,0.0,-0.12267952,0.0,0.0,-0.001,0,0
3308000,-0.0,-0.0,-0.24520344,0.0,0.9924938,-0.0,0.0,-0.12229483,0.0,0.0,-0.001,0,0
3356000,-0.0,-0.0,-0.24598391,0.0,0.992446,-0.0,0.0,-0.12268211,0.0,0.0,-0.001,0,0
3404000,-0.0,-0.0,-0.24464232,0.0,0.9925281,-0.0,0.0,-0.122016355,0.0,0.0,-0.001,0,0
3452000,-0.0,-0.0,-0.24463354,0.0,0.9925286,-0.0,0.0,-0.122012,0.0,0.0,-0.001,0,0
3508000,-0.0,-0.0,-0.24642529,0.0,0.99241894,-0.0,0.0,-0.12290112,0.0,0.0,-0.001,0,0
3556000,-0.0,-0.0,-0.2473203,0.0,0.9923638,-0.0,0.0,-0.123345226,0.0,0.0,-0.001,0,0
3604000,-0.0,-0.0,-0.2457262,0.0,0.9924618,-0.0,0.0,-0.12255422,0.0,0.0,-0.001,0,0
3660000,-0.0,-0.0,-0.24516036,0.0,0.9924965,-0.0,0.0,-0.12227342,0.0,0.0,-0.001,0,0
3700000,-0.0,-0.0,-0.2413746,0.0,0.99272615,-0.0,0.0,-0.12039454,0.0,0.0,-0.001,0,0
3756000,-0.0,-0.0,-0.2400366,0.0,0.99280643,-0.0,0.0,-0.11973038,0.0,0.0,-0.001,0,0
3804000,-0.0,-0.0,-0.2393477,0.0,0.9928476,-0.0,0.0,-0.1193884,0.0,0.0,-0.001,0,0
3860000,-0.0,-0.0,-0.23834689,0.0,0.9929072,-0.0,0.0,-0.11889156,0.0,0.0,-0.001,0,0
3908000,-0.0,-0.0,-0.23888923,0.0,0.992875,-0.0,0.0,-0.1191608,0.0,0.0,-0.001,0,0
3956000,-0.0,-0.0,-0.23767343,0.0,0.9929473,-0.0,0.0,-0.118557215,0.0,0.0,-0.001,0,0
4004000,-0.0,-0.0,-0.23826359,0.0,0.99291223,-0.0,0.0,-0.118850194,0.0,0.0,-0.001,0,0
4060000,-0.0,-0.0,-0.2390088,0.0,0.9928678,-0.0,0.0,-0.11922017,0.0,0.0,-0.001,0,0
4099999,-0.0,-0.0,-0.23919545,0.0,0.9928567,-0.0,0.0,-0.11931282,0.0,0.0,-0.001,0,0
4160000,-0.0,-0.0,-0.23683874,0.0,0.99299663,-0.0,0.0,-0.118142806,0.0,0.0,-0.001,0,0
4200000,-0.0,-0.0,-0.2370813,0.0,0.9929823,-0.0,0.0,-0.118263245,0.0,0.0,-0.001,0,0
4256000,-0.0,-0.0,-0.2361723,0.0,0.993036,-0.0,0.0,-0.11781191,0.0,0.0,-0.001,0,0
4304000,-0.0,-0.0,-0.23792747,0.0,0.99293214,-0.0,0.0,-0.11868334,0.0,0.0,-0.001,0,0
4352000,-0.0,-0.0,-0.23740631,0.0,0.9929631,-0.0,0.0,-0.11842458,0.0,0.0,-0.001,0,0
4400000,-0.0,-0.0,-0.23626786,0.0,0.9930303,-0.0,0.0,-0.11785935,0.0,0.0,-0.001,0,0
4456000,-0.0,-0.0,-0.25589827,0.0,0.9918257,-0.0,0.0,-0.12760031,0.0,0.0,-0.001,0,0
4504000,-0.0,-0.0,-0.25722635,0.0,0.9917407,-0.0,0.0,-0.12825888,0.0,0.0,-0.001,0,0
4560000,-0.0,-0.0,-0.25612083,0.0,0.9918115,-0.0,0.0,-0.12771067,0.0,0.0,-0.001,0,0
4608000,-0.0,-0.0,-0.2563835,0.0,0.9917947,-0.0,0.0,-0.12784094,0.0,0.0,-0.001,0,0
4656000,-0.0,-0.0,-0.2541271,0.0,0.9919383,-0.0,0.0,-0.12672192,0.0,0.0,-0.001,0,0
4704000,-0.0,-0.0,-0.25602013,0.0,0.9918179,-0.0,0.0,-0.12766075,0.0,0.0,-0.001,0,0
4760000,-0.0,-0.0,-0.25319657,0.0,0.9919971,-0.0,0.0,-0.12626038,0.0,0.0,-0.001,0,0
4808000,-0.0,-0.0,-0.25162905,0.0,0.99209577,-0.0,0.0,-0.12548287,0.0,0.0,-0.001,0,0
4856000,-0.0,-0.0,-0.2527821,0.0,0.9920233,-0.0,0.0,-0.12605484,0.0,0.0,-0.001,0,0
4904000,-0.0,-0.0,-0.25125992,0.0,0.99211895,-0.0,0.0,-0.12529977,0.0,0.0,-0.001,0,0
4952000,-0.0,-0.0,-0.25273174,0.0,0.99202645,-0.0,0.0,-0.12602983,0.0,0.0,-0.001,0,0
5008000,-0.0,-0.0,-0.25495595,0.0,0.9918857,-0.0,0.0,-0.12713298,0.0,0.0,-0.001,0,0
5056000,-0.0,-0.0,-0.2543339,0.0,0.9919252,-0.0,0.0,-0.12682448,0.0,0.0,-0.001,0,0
5104000,-0.0,-0.0,-0.25199625,0.0,0.99207276,-0.0,0.0,-0.12566501,0.0,0.0,-0.001,0,0
5152000,-0.0,-0.0,-0.25230446,0.0,0.99205333,-0.0,0.0,-0.1258179,0.0,0.0,-0.001,0,0
5208000,-0.0,-0.0,-0.25250873,0.0,0.9920405,-0.0,0.0,-0.12591921,0.0,0.0,-0.001,0,0
5256000,-0.0,-0.0,-0.2513013,0.0,0.99211633,-0.0,0.0,-0.12532027,0.0,0.0,-0.001,0,0
5304000,-0.0,-0.0,-0.2530844,0.0,0.9920042,-0.0,0.0,-0.12620474,0.0,0.0,-0.001,0,0
5360000,-0.0,-0.0,-0.25216883,0.0,0.9920619,-0.0,0.0,-0.12575063,0.0,0.0,-0.001,0,0
5408000,-0.0,-0.0,-0.25254253,0.0,0.99203837,-0.0,0.0,-0.12593599,0.0,0.0,-0.001,0,0
