timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
436583569,436582485,0.70336163,-0.0360508,-0.021042312,0.7096056,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
436633231,436632029,0.70304763,-0.037106205,-0.021369651,0.7098525,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
436683404,436681670,0.70275265,-0.03855627,-0.020714236,0.71008664,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
436732222,436731213,0.7026036,-0.039514285,-0.02055397,0.7101861,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
436786427,436785313,0.70258665,-0.040391583,-0.020318821,0.7101603,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
436831506,436830397,0.7027985,-0.04017192,-0.020870576,0.70994717,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
436881645,436880047,0.7028728,-0.03993429,-0.020922685,0.70988554,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
436931355,436929581,0.7032146,-0.039345793,-0.020131994,0.7096026,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
436984705,436983680,0.7034534,-0.039396543,-0.019897299,0.7093697,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
437034416,437033318,0.7035108,-0.039698813,-0.020238908,0.7092862,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
437084197,437082880,0.7038823,-0.039758995,-0.02038132,0.70891017,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
437133625,437132504,0.70412326,-0.04003963,-0.020178141,0.7086608,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
437183190,437182048,0.70454025,-0.040186718,-0.020407962,0.70823133,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
437232699,437231686,0.7048408,-0.03941955,-0.020523833,0.70797205,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
437282371,437281232,0.70512,-0.038994506,-0.021080757,0.7077011,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
437331989,437330871,0.70492995,-0.038813148,-0.021441739,0.7078896,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
437381525,437380415,0.70473355,-0.039103776,-0.021598201,0.7080644,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
437431273,437430053,0.7045837,-0.038504094,-0.02057705,0.7082767,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
437485477,437484154,0.7044987,-0.037296545,-0.020058991,0.7084407,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
437534764,437533699,0.7043761,-0.037257016,-0.018943995,0.70859545,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
437584464,437583341,0.7040855,-0.036805507,-0.01775099,0.70893854,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
437634060,437632883,0.7036964,-0.036007404,-0.017262662,0.70937777,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
437684045,437682523,0.7033669,-0.034845423,-0.017035605,0.7097681,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
437733172,437732066,0.7029632,-0.034743022,-0.01638752,0.7101882,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
437783118,437781704,0.7027118,-0.03451311,-0.0161915,0.71045256,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
437832298,437831250,0.7024632,-0.0347283,-0.015722154,0.7106985,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
437882568,437880888,0.70234627,-0.033993725,-0.015375381,0.71085715,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
437931852,437930434,0.7024966,-0.03285164,-0.015254901,0.7107648,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
